date,title,content,event_type,Sentiment,symbol,Sector,Impact_Level,computed_sentiment,summary,prompt_chain_summary,route
2025-02-27,Financial sector bracing for new capital requirements,Financial sector bracing for new capital requirements,Economic Data Release,Positive,Samsung Electronics,Automotive,Low,0.06818181818181818,Financial sector bracing for new capital requirements,"Headline: Financial sector bracing for new capital requirements | Key points: financial, sector, bracing, capital, requirements | Sentiment: positive",General
2025-02-24,Media and Entertainment companies report a surge in streaming revenue,Media and Entertainment companies report a surge in streaming revenue,Bond Market Fluctuation,Negative,Samsung Electronics,Consumer Goods,Medium,0.0,Media and Entertainment companies report a surge in streaming revenue,"Headline: Media and Entertainment companies report a surge in streaming revenue | Key points: media, entertainment, companies, report, surge | Sentiment: neutral",Earnings
2025-05-03,New IPO for a popular software firm is oversubscribed,New IPO for a popular software firm is oversubscribed,Government Policy Announcement,Negative,Microsoft,Automotive,High,0.1787878787878788,New IPO for a popular software firm is oversubscribed,"Headline: New IPO for a popular software firm is oversubscribed | Key points: popular, software, firm, oversubscribed | Sentiment: positive",General
2025-04-12,Massive stock buyback program announced by a consumer goods company,Massive stock buyback program announced by a consumer goods company,Commodity Price Shock,Negative,Goldman Sachs,Pharmaceuticals,High,0.0,Massive stock buyback program announced by a consumer goods company,"Headline: Massive stock buyback program announced by a consumer goods company | Key points: massive, stock, buyback, program, announced | Sentiment: neutral",General
2025-05-30,Retail sales report surpasses all forecasts,Retail sales report surpasses all forecasts,Cryptocurrency Regulation,Positive,Tesla,Energy,Medium,0.0,Retail sales report surpasses all forecasts,"Headline: Retail sales report surpasses all forecasts | Key points: retail, sales, report, surpasses, forecasts | Sentiment: neutral",Innovation
2025-03-07,Nikkei 225 index benefits from a weaker yen,Nikkei 225 index benefits from a weaker yen,Stock Market Crash,,Microsoft,Construction,High,0.0,Nikkei 225 index benefits from a weaker yen,"Headline: Nikkei 225 index benefits from a weaker yen | Key points: nikkei, index, benefits, from, weaker | Sentiment: neutral",General
2025-06-21,Nikkei 225 index benefits from a weaker yen,Nikkei 225 index benefits from a weaker yen,Economic Data Release,Negative,Apple Inc.,Telecommunications,High,0.0,Nikkei 225 index benefits from a weaker yen,"Headline: Nikkei 225 index benefits from a weaker yen | Key points: nikkei, index, benefits, from, weaker | Sentiment: neutral",General
2025-06-14,Major technology firm acquires a smaller rival in a multi-billion dollar deal,Major technology firm acquires a smaller rival in a multi-billion dollar deal,Consumer Confidence Report,Neutral,Boeing,Media & Entertainment,Medium,-0.04583333333333334,Major technology firm acquires a smaller rival in a multi-billion dollar deal,"Headline: Major technology firm acquires a smaller rival in a multi-billion dollar deal | Key points: major, technology, firm, acquires, smaller | Sentiment: negative",Innovation
2025-07-15,Quarterly report shows surprising losses for retail giants,Quarterly report shows surprising losses for retail giants,Supply Chain Disruption,Positive,Samsung Electronics,Energy,High,0.7,Quarterly report shows surprising losses for retail giants,"Headline: Quarterly report shows surprising losses for retail giants | Key points: quarterly, report, shows, surprising, losses | Sentiment: positive",Innovation
2025-05-02,Gold prices surge as investors flee riskier assets,Gold prices surge as investors flee riskier assets,Unemployment Rate Announcement,Neutral,Samsung Electronics,Automotive,High,0.0,Gold prices surge as investors flee riskier assets,"Headline: Gold prices surge as investors flee riskier assets | Key points: gold, prices, surge, investors, flee | Sentiment: neutral",General
2025-03-15,Nikkei 225 index benefits from a weaker yen,Nikkei 225 index benefits from a weaker yen,Consumer Confidence Report,Neutral,Boeing,Aerospace & Defense,Low,0.0,Nikkei 225 index benefits from a weaker yen,"Headline: Nikkei 225 index benefits from a weaker yen | Key points: nikkei, index, benefits, from, weaker | Sentiment: neutral",General
2025-06-19,Government spending bill is expected to stimulate the economy,Government spending bill is expected to stimulate the economy,Geopolitical Event,Negative,Goldman Sachs,Real Estate,Low,-0.1,Government spending bill is expected to stimulate the economy,"Headline: Government spending bill is expected to stimulate the economy | Key points: government, spending, bill, expected, stimulate | Sentiment: negative",General
2025-02-09,Federal Reserve Chairman's speech causes market volatility,Federal Reserve Chairman's speech causes market volatility,Commodity Price Shock,Positive,Goldman Sachs,Media & Entertainment,Medium,0.0,Federal Reserve Chairman's speech causes market volatility,"Headline: Federal Reserve Chairman's speech causes market volatility | Key points: federal, reserve, chairman, speech, causes | Sentiment: neutral",Macro
2025-07-24,Mining company stock surges on commodity price boom,Mining company stock surges on commodity price boom,Consumer Confidence Report,Neutral,Tata Motors,Consumer Goods,Medium,0.0,Mining company stock surges on commodity price boom,"Headline: Mining company stock surges on commodity price boom | Key points: mining, company, stock, surges, commodity | Sentiment: neutral",General
2025-03-04,Dow Jones plunges as market fears recession,Dow Jones plunges as market fears recession,Corporate Earnings Report,Neutral,Goldman Sachs,Industrials,Medium,0.0,Dow Jones plunges as market fears recession,"Headline: Dow Jones plunges as market fears recession | Key points: jones, plunges, market, fears, recession | Sentiment: neutral",General
2025-02-28,UK's FTSE 100 sees a boost from favorable trade data,UK's FTSE 100 sees a boost from favorable trade data,Market Rally,,Reliance Industries,Pharmaceuticals,Medium,0.0,UK's FTSE 100 sees a boost from favorable trade data,"Headline: UK's FTSE 100 sees a boost from favorable trade data | Key points: ftse, sees, boost, from, favorable | Sentiment: neutral",General
2025-08-06,New IPO for a popular software firm is oversubscribed,New IPO for a popular software firm is oversubscribed,Government Policy Announcement,Negative,Tesla,Real Estate,High,0.1787878787878788,New IPO for a popular software firm is oversubscribed,"Headline: New IPO for a popular software firm is oversubscribed | Key points: popular, software, firm, oversubscribed | Sentiment: positive",General
2025-05-14,Consumer Discretionary stocks outperform as spending increases,Consumer Discretionary stocks outperform as spending increases,Trade Tariffs Announcement,,Goldman Sachs,Aerospace & Defense,Medium,0.0,Consumer Discretionary stocks outperform as spending increases,"Headline: Consumer Discretionary stocks outperform as spending increases | Key points: consumer, discretionary, stocks, outperform, spending | Sentiment: neutral",General
2025-03-04,Central Bank Governor signals potential shift in policy,Central Bank Governor signals potential shift in policy,Market Rally,Negative,Samsung Electronics,Aerospace & Defense,Low,0.0,Central Bank Governor signals potential shift in policy,"Headline: Central Bank Governor signals potential shift in policy | Key points: central, bank, governor, signals, potential | Sentiment: neutral",Macro
2025-05-20,Geopolitical ceasefire prompts a broad market recovery,Geopolitical ceasefire prompts a broad market recovery,Market Rally,Positive,Tata Motors,Aerospace & Defense,Medium,0.0625,Geopolitical ceasefire prompts a broad market recovery,"Headline: Geopolitical ceasefire prompts a broad market recovery | Key points: geopolitical, ceasefire, prompts, broad, market | Sentiment: positive",General
2025-05-15,Retail sales report surpasses all forecasts,Retail sales report surpasses all forecasts,Regulatory Changes,Neutral,Goldman Sachs,Transportation,Low,0.0,Retail sales report surpasses all forecasts,"Headline: Retail sales report surpasses all forecasts | Key points: retail, sales, report, surpasses, forecasts | Sentiment: neutral",Innovation
2025-03-13,Aerospace and Defense sector sees rally amid geopolitical tensions,Aerospace and Defense sector sees rally amid geopolitical tensions,Market Rally,Neutral,Boeing,Retail,Low,0.0,Aerospace and Defense sector sees rally amid geopolitical tensions,"Headline: Aerospace and Defense sector sees rally amid geopolitical tensions | Key points: aerospace, defense, sector, sees, rally | Sentiment: neutral",General
2025-05-18,New IPO for a popular software firm is oversubscribed,New IPO for a popular software firm is oversubscribed,Trade Tariffs Announcement,Negative,JP Morgan Chase,Finance,Medium,0.1787878787878788,New IPO for a popular software firm is oversubscribed,"Headline: New IPO for a popular software firm is oversubscribed | Key points: popular, software, firm, oversubscribed | Sentiment: positive",General
2025-08-04,Tech Giant's New Product Launch Sparks Sector-Wide Gains,Tech Giant's New Product Launch Sparks Sector-Wide Gains,Interest Rate Change,Positive,Goldman Sachs,Automotive,Low,0.06818181818181818,Tech Giant's New Product Launch Sparks Sector-Wide Gains,"Headline: Tech Giant's New Product Launch Sparks Sector-Wide Gains | Key points: tech, giant, product, launch, sparks | Sentiment: positive",Innovation
2025-06-19,nan,nan,Unemployment Rate Announcement,Positive,ExxonMobil,Technology,Low,0.0,nan,Headline: nan | Key points:  | Sentiment: neutral,General
2025-03-31,Bond yields tumble as investors seek safe havens,Bond yields tumble as investors seek safe havens,Inflation Data Release,Neutral,Tesla,Utilities,High,0.5,Bond yields tumble as investors seek safe havens,"Headline: Bond yields tumble as investors seek safe havens | Key points: bond, yields, tumble, investors, seek | Sentiment: positive",General
